Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
GRMZM2G162709	myb137	MYB-transcription factor 137	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"23,685,016"	"23,686,756"
GRMZM2G162739	nactf5	NAC-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"159,575,160"	"159,577,058"
GRMZM2G162748	ris1	iron-sulfur protein1	from: Entrez Gene 100273354	Chr5	"142,748,781"	"142,750,441"
GRMZM2G162749	dof21	C2C2-Dof-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"14,850,152"	"14,853,035"
GRMZM2G162755	ugt1	UDP-glucosyl transferase1	"Rius et al., 2016"	Chr6	"120,058,984"	"120,060,863"
GRMZM2G162776	cox10b	cytochrome c oxidase subunit10b		Chr1	"14,893,671"	"14,898,766"
GRMZM2G162814	umc115			Chr1	"14,939,938"	"14,942,616"
GRMZM2G163015	acs1	1-aminocyclopropane-1-carboxylate synthase1	"Yamauchi et al., 2016"	Chr3	"6,433,703"	"6,435,769"
GRMZM2G163054	wrky125	WRKY-transcription factor 125	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"127,773,579"	"127,775,131"
GRMZM2G163059	umc1920			Chr3	"92,552,434"	"92,558,350"
GRMZM2G163081	rpl5b	60S ribosomal protein L5-1 homolog b		Chr8	"163,737,203"	"163,740,608"
GRMZM2G163154	mate3	multidrug and toxic compound extrusion3	"Guimaraes et al., 2014"	Chr1	"27,099,590"	"27,103,458"
GRMZM2G163157	thx14	Trihelix-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"149,680,318"	"149,681,806"
GRMZM2G163200	gata24	C2C2-GATA-transcription factor 24	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"214,574,879"	"214,580,853"
GRMZM2G163217	mkk10	mitogen-activated protein kinase kinase10	"Chang et al., 2017"	Chr5	"10,718,740"	"10,720,030"
GRMZM2G163233	ms32	male sterile32	"Moon et al., 2013; bhlh66 locus assigned by the Grassius project, (Yilmaz et al 2009); same as assigned to ms32 (Moon et al, 2013)"	Chr2	"205,125,283"	"205,135,718"
GRMZM2G163251	nactf7	NAC-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"283,321,395"	"283,323,293"
GRMZM2G163291	smh5	single myb histone5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"14,476,929"	"14,481,586"
GRMZM2G163297	mmp116			Chr2	"205,136,417"	"205,140,949"
GRMZM2G163418	wrky38	WRKY-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"176,398,481"	"176,400,987"
GRMZM2G163421	pdi2	protein disulfide isomerase2	from: AY739285	Chr2	"221,208,466"	"221,212,560"
GRMZM2G163427	gras34	GRAS-transcription factor 34	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"842,617"	"845,669"
GRMZM2G163437	agpsl1	ADP glucose pyrophosphorylase small subunit leaf1	from AF334960	Chr1	"221,701,404"	"221,705,997"
GRMZM2G163494	nrt4	nitrate transport4	from: NM_001112454	Chr2	"37,958,393"	"37,960,212"
GRMZM2G163514	AY110352			Chr3	"137,420,878"	"137,421,844"
GRMZM2G163641	hb87	Homeobox-transcription factor 87	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"85,249,981"	"85,252,420"
GRMZM2G163683	hyd7	hydroxylase7	from BT040337	Chr4	"236,566,951"	"236,568,885"
GRMZM2G163726	tubtf7	TUB-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"195,960,621"	"195,964,652"
GRMZM2G163745	ereb199	AP2-EREBP-transcription factor 199	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"208,809,359"	"208,810,072"
GRMZM2G163761	kip1	knotted interacting protein1	Classical Gene	Chr1	"256,573,454"	"256,575,135"
GRMZM2G163769	pza02939			Chr2	"160,620,927"	"160,623,348"
GRMZM2G163813	sbp19	SBP-transcription factor 19	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"236,142,134"	"236,146,366"
GRMZM2G163841	nactf72	NAC-transcription factor 72	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"150,109,224"	"150,110,189"
GRMZM2G163843	nactf134	NAC-transcription factor 134	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"150,104,921"	"150,106,384"
GRMZM2G163848	rul1	rum1-like1		Chr8	"150,095,586"	"150,100,818"
GRMZM2G163849	brm1	brahma1	"Nelissen et al., 2015"	Chr5	"68,902,393"	"68,913,355"
GRMZM2G163866	nrt3	nitrate transport3	from: AY968681	Chr5	"68,900,266"	"68,902,129"
GRMZM2G163912	umc1111			Chr1	"288,808,469"	"288,813,563"
GRMZM2G163914	nactf117	NAC-transcription factor 117	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"28,857,463"	"28,862,279"
GRMZM2G164020	hon110	histone one (H1)	from Cell Genomics Project (Oct 2013)	Chr1	"288,803,887"	"288,805,620"
GRMZM2G164082	wrky12	WRKY-transcription factor 12	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"288,766,734"	"288,768,763"
GRMZM2G164084	sig2	Sigma70-like-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"264,527,252"	"264,530,002"
GRMZM2G164090	GRMZM2G164090			Chr8	"101,018,700"	"101,019,710"
GRMZM2G164113	IDP2353			Chr10	"5,645,523"	"5,651,839"
GRMZM2G164160	atg1c	autophagy1c		Chr9	"140,368,230"	"140,376,655"
GRMZM2G164202	pprsmr4	pentatricopeptide repeat smr4		Chr5	"70,802,337"	"70,804,170"
GRMZM2G164229	mtl1	metallothionein1	"from: X82186 - low confidence overlaps with AC188003.3_FG012, GRMZM2G164225, AC188003.3_FG011, GRMZM2G415161, and GRMZM2G308369"	Chr4	"1,078,840"	"1,080,800"
GRMZM2G164277	sdg140			Chr2	"7,527,529"	"7,531,928"
GRMZM2G164318	hyd4	hydroxylase4	from GQ131287	Chr2	"15,877,183"	"15,879,464"
GRMZM2G164341	bhlh92	bHLH-transcription factor 92	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"137,796,648"	"137,798,798"
GRMZM2G164352	prh17	protein phosphatase homolog17	"Wang et al., 2017"	Chr6	"64,676,766"	"64,683,561"
GRMZM2G164359	c3h43	C3H-transcription factor 343	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"225,552,715"	"225,560,422"
GRMZM2G164400	pza03747			Chr2	"7,519,489"	"7,528,034"
GRMZM2G164400	sdg140			Chr2	"7,519,489"	"7,528,034"
GRMZM2G164405	acs2	1-aminocyclopropane-1-carboxylate synthase2	from: AY359585	Chr2	"15,900,748"	"15,904,400"
GRMZM2G164428	ofp7	OVATE-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"15,919,760"	"15,921,239"
GRMZM2G164440	csu337			Chr2	"156,962,054"	"156,963,314"
GRMZM2G164467	lac6	laccase6		Chr1	"260,132,427"	"260,135,902"
GRMZM2G164475	pza00667			Chr3	"162,783,765"	"162,786,921"
GRMZM2G164527	ras11E1	ras-related protein11E1		Chr1	"19,633,990"	"19,636,466"
GRMZM2G164538	IDP2561			Chr10	"95,359,129"	"95,364,860"
GRMZM2G164591	ereb40	AP2-EREBP-transcription factor 40	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"146,788,916"	"146,790,031"
GRMZM2G164612	htn1	Helminthosporium turcicum resistanceN1	"Closest homolog to Htn1 in B73; Hurni et al., 2015"	Chr8	"151,637,927"	"151,643,014"
GRMZM2G164696	tub1	beta tubulin1	from Cell Genomics Project (OCT 2013)	Chr1	"2,035,661"	"2,037,950"
GRMZM2G164714	AY106733			Chr10	"132,029,047"	"132,032,448"
GRMZM2G164735	bbr3	BBR/BPC-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"43,266,139"	"43,268,012"
GRMZM2G164743	amt5	ammonium transporter5		Chr10	"132,033,060"	"132,053,257"
GRMZM2G164785	expb10d	beta expansin10d	from: DQ525684	Chr3	"53,392,404"	"53,393,425"
GRMZM2G164848	bzip118	bZIP-transcription factor 118	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"168,467,346"	"168,469,169"
GRMZM2G164883	acco1	1-aminocyclopropane-1-carboxylate oxidase1	"Yamauchi et al., 2016"	Chr6	"104,114,291"	"104,115,533"
GRMZM2G164909	hsftf8	HSF-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"197,781,323"	"197,783,002"
GRMZM2G165042	bhlh43	bHLH-transcription factor 43	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"252,434,109"	"252,437,685"
GRMZM2G165090	bhlh158	bHLH-transcription factor 158	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"168,447,178"	"168,451,942"
GRMZM2G165188	bhlh38	bHLH-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"4,752,932"	"4,754,547"
GRMZM2G165257	ereb132	AP2-EREBP-transcription factor 132	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"130,100,068"	"130,101,363"
GRMZM2G165272	hsftf10	HSF-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"142,270,318"	"142,272,208"
GRMZM2G165390	bz1	bronze1	Classical Gene	Chr9	"11,779,648"	"11,781,406"
GRMZM2G165433	stk1	serine threonine kinase1	Classical Gene	Chr9	"11,782,450"	"11,785,572"
GRMZM2G165488	ca2p10	CCAAT-HAP2-transcription factor 210	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"16,480,475"	"16,484,858"
GRMZM2G165535	umc2246			Chr2	"961,271"	"964,346"
GRMZM2G165567	pyl8	pyrabactin resistance-like protein8		Chr8	"112,238,927"	"112,241,268"
GRMZM2G165629	ucp2	uncoupling protein2	"Xu et al., 2017"	Chr2	"115,499,484"	"115,509,245"
GRMZM2G165631	pza02040			Chr5	"172,133,346"	"172,138,422"
GRMZM2G165747	TIDP3524			Chr1	"259,272,477"	"259,277,810"
GRMZM2G165805	lbd28	LBD-transcription factor 28	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"28,091,948"	"28,093,028"
GRMZM2G165836	fcp1	fon2-like cle protein1	Je et al. 2016	Chr2	"39,188,755"	"39,190,131"
GRMZM2G165901	rab15	responsive to abscisic acid15	Classical Gene	Chr5	"14,084,193"	"14,085,595"
GRMZM2G165917	eif5	eucaryotic translation initiation factor5	Classical Gene	Chr4	"238,064,651"	"238,068,549"
GRMZM2G165919	gols1	galactinol synthase1		Chr1	"51,531,588"	"51,533,796"
GRMZM2G165972	hsftf13	HSF-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"12,518,410"	"12,520,734"
GRMZM2G166035	gpm803b		from Entrez-Gene alignment to B73_v2	Chr4	"238,052,005"	"238,055,564"
GRMZM2G166041	hb24	Homeobox-transcription factor 24	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"238,046,062"	"238,047,920"
GRMZM2G166049	mab17	math-btb17	"Juranic et al., 2012"	Chr5	"4,571,239"	"4,574,942"
GRMZM2G166082	pco143498			Chr5	"14,070,028"	"14,076,354"
GRMZM2G166089	cul1	cullin1		Chr8	"126,398,499"	"126,406,791"
GRMZM2G166159	rte1	rotten ear1	"Chatterjee et al., 2014"	Chr1	"149,321,818"	"149,326,540"
GRMZM2G166230	bbr2	BBR/BPC-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"157,868,458"	"157,869,994"
GRMZM2G166281	mir3	maize insect resistance3	alignment to sequence AF019147.1  GI:2425065	Chr2	"5,275,102"	"5,279,397"
GRMZM2G166297	prh4	protein phosphatase homolog4	"Xiang, YL et al. 2016"	Chr8	"168,030,486"	"168,032,471"
GRMZM2G166337	myb141	MYB-transcription factor 141	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"205,695,705"	"205,697,501"
GRMZM2G166524	fea3	fasciated ear3	"Je et al., 2016"	Chr3	"29,095,292"	"29,098,726"
GRMZM2G166616	acco3	1-aminocyclopropane-1-carboxylate oxidase3	"Yamauchi et al., 2016"	Chr10	"90,480,467"	"90,481,799"
GRMZM2G166639	acco15	1-aminocyclopropane-1-carboxylate oxidase15	"Yamauchi et al., 2016"	Chr10	"90,488,171"	"90,489,769"
GRMZM2G166642	bhlh63	bHLH-transcription factor 63	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"3,342,194"	"3,344,518"
GRMZM2G166687	tcptf11	TCP-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"214,354,391"	"214,355,375"
GRMZM2G166694	cul2	cullin2		Chr10	"90,495,623"	"90,506,761"
GRMZM2G166711	umc1953			Chr4	"75,531,427"	"75,535,036"
GRMZM2G166721	nactf16	NAC-transcription factor 16	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"6,939,608"	"6,945,972"
GRMZM2G166771	cdk8	cyclin dependent kinase8	"Nunez-Rios et al., 2017"	Chr5	"45,567,569"	"45,573,392"
GRMZM2G166946	tcptf30	TCP-transcription factor 30	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"194,948,766"	"194,951,387"
GRMZM2G167018	nactf110	NAC-transcription factor 110	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"61,009,621"	"61,012,269"
GRMZM2G167088	myb82	MYB-transcription factor 82	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"91,085,847"	"91,092,849"
GRMZM2G167149	umc1707			Chr4	"241,173,225"	"241,174,276"
GRMZM2G167207	bsdtf9	BSD-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"14,848,000"	"14,852,986"
GRMZM2G167220	cko3	cytokinin oxidase 3	"alignment to AJ606943, and chr 8 genetic map position (Massonneau 2004)"	Chr8	"158,737,677"	"158,740,474"
GRMZM2G167276	cdpk26	calcium dependent protein kinase26		Chr3	"187,319,634"	"187,321,946"
GRMZM2G167280	umc1115			Chr10	"126,603,529"	"126,608,907"
GRMZM2G167336	fns1	flavone synthase1	"Rius et al., 2016"	Chr9	"128,676,962"	"128,678,835"
GRMZM2G167492	nactf97	NAC-transcription factor 97	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"4,542,485"	"4,559,631"
GRMZM2G167548	pco077760			Chr1	"204,799,202"	"204,802,905"
GRMZM2G167549	bx3	benzoxazinone synthesis3	Classical Gene	Chr4	"3,003,162"	"3,005,932"
GRMZM2G167549	bx3	benzoxazinone synthesis3	from Butron et al 2010	Chr4	"3,003,162"	"3,005,932"
GRMZM2G167560	col9	C2C2-CO-like-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"165,343,973"	"165,348,286"
GRMZM2G167576	cadtfr12	CCAAT-DR1-transcription factor 12	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"37,856,306"	"37,857,363"
GRMZM2G167668	AY111507			Chr3	"148,595,247"	"148,596,450"
GRMZM2G167673	"ga16,17ox1"	"gibberellin 16,17-oxidase1"	"Nelissen, et al. (2012)"	Chr6	"155,034,889"	"155,036,270"
GRMZM2G167733	ebe2	embryo-sac basal-endosperm-layer embryo-surrounding-region2	from: Entrez Gene 542047	Chr6	"109,030,239"	"109,033,033"
GRMZM2G167794	iaa11	Aux/IAA-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"118,083,629"	"118,085,345"
GRMZM2G167824	yab10	yabby homolog10	Classical Gene	Chr1	"225,097,097"	"225,102,315"
GRMZM2G167829	myb151	MYB-transcription factor 151	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"202,003,124"	"202,004,769"
GRMZM2G167856	mek1	MEK homolog1	from sequence U83625	Chr3	"201,966,295"	"201,973,589"
GRMZM2G167986	cyp8	cytochrome P-450 8	Classical Gene	Chr1	"243,707,108"	"243,709,449"
GRMZM2G168002	glk49	G2-like-transcription factor 49	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"83,222,890"	"83,225,112"
GRMZM2G168079	bzip75	bZIP-transcription factor 75	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"166,357,554"	"166,362,143"
GRMZM2G168229	sbp2	SBP-domain protein2	from: AJ011615; assigned by the Grassius project to sbp26 (Yilmaz et al 2009)	Chr4	"235,838,405"	"235,842,060"
GRMZM2G168249	phd16	PHD-transcription factor 16	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"107,265,910"	"107,274,437"
GRMZM2G168269	mbd108	methyl binding domain108		Chr7	"134,171,280"	"134,175,278"
GRMZM2G168337	pco061578			Chr4	"167,219,964"	"167,225,717"
GRMZM2G168364	pza01714			Chr7	"134,168,464"	"134,170,246"
GRMZM2G168365	sweet15a	sugars will eventually be exported transporter15a	"Sosso et al., 2015"	Chr4	"96,336,663"	"96,338,566"
GRMZM2G168375	pco061803			Chr8	"156,176,245"	"156,178,529"
GRMZM2G168439	tip2	tonoplast intrinsic protein2	from: AF326500	Chr8	"156,113,368"	"156,114,570"
GRMZM2G168474	czog1	cis-zeatin O-glucosyltransferase1	from sequence AF318075	Chr2	"19,085,185"	"19,087,692"
GRMZM2G168506	AY109606			Chr5	"34,112,484"	"34,118,625"
GRMZM2G168552	bss1	bundle sheath strands specific1	"from Virlouvet et al., 2011"	Chr8	"156,640,234"	"156,641,211"
GRMZM2G168651	hrg1	hydroxyproline rich glycoprotein1	"from alignment with M36912, M36913 and M36914"	Chr2	"55,391,917"	"55,393,690"
GRMZM2G168665	mterf1	mTERF-domain protein1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"62,678,623"	"62,679,874"
GRMZM2G168681	fps1	farnesyl pyrophosphate synthase1	Classical Gene	Chr8	"62,786,955"	"62,791,232"
GRMZM2G168681	fps1	farnesyl pyrophosphate synthase1		Chr8	"62,786,955"	"62,791,232"
GRMZM2G168706	cdpk3	calcium dependent protein kinase3	from alignment of cDNA sequence D85039 to B73_V2	Chr2	"203,612,491"	"203,616,678"
GRMZM2G168890	rz242b			Chr5	"52,793,543"	"52,796,710"
GRMZM2G168893	dfr2	dihydroflavonol-4-reductase2		Chr1	"189,626,116"	"189,628,026"
GRMZM2G168898	hb2	hemoglobin2	alingns to cDNA DQ171946	Chr6	"159,342,531"	"159,343,955"
GRMZM2G169033	lac3	laccase3		Chr4	"181,560,320"	"181,563,810"
GRMZM2G169073	uaz265b(sbe)			Chr6	"82,869,841"	"82,888,278"
GRMZM2G169089	ln1	linoleic acid1	allelism with dgat1 (Classical Gene from: EU039830)	Chr6	"105,027,581"	"105,034,465"
GRMZM2G169149	wrky104	WRKY-transcription factor 104	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"115,576,479"	"115,577,711"
GRMZM2G169160	ser2	seryl-tRNA synthetase	from: Y13053	Chr4	"5,670,956"	"5,682,556"
GRMZM2G169270	sbp16	SBP-transcription factor16	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"189,617,226"	"189,623,070"
GRMZM2G169316	myb36	MYB-transcription factor 36	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"167,538,578"	"167,540,715"
GRMZM2G169326	hagtf25	GNAT-transcription factor 25	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"199,021,128"	"199,022,386"
GRMZM2G169356	myb66	MYB-transcription factor 66	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"108,726,504"	"108,727,871"
GRMZM2G169365	cnh1	carbon-nitrogen hydrolase homolog1		Chr9	"151,083,033"	"151,087,840"
GRMZM2G169372	dhn13	dehydrin13		Chr1	"259,363,954"	"259,365,311"
GRMZM2G169382	ereb193	AP2-EREBP-transcription factor 193	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"56,326,099"	"56,327,373"
GRMZM2G169451	umc1812			Chr1	"180,743,250"	"180,744,404"
GRMZM2G169564	wrky9	WRKY-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"184,955,171"	"184,956,823"
GRMZM2G169580	thx20	Trihelix-transcription factor 20	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"190,292,136"	"190,295,846"
GRMZM2G169593	orp1	orange pericarp1	Classical Gene	Chr4	"35,950,109"	"35,954,045"
GRMZM2G169593	orp1	orange pericarp1		Chr4	"35,950,109"	"35,954,045"
GRMZM2G169636	gras81	GRAS-transcription factor 81	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"165,196,140"	"165,197,777"
GRMZM2G169648	AY108476			Chr10	"124,084,467"	"124,089,888"
GRMZM2G169654	ereb126	AP2-EREBP-transcription factor 126	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"206,678,255"	"206,680,041"
GRMZM2G169695	GRMZM2G169695			Chr8	"169,547,668"	"169,553,875"
GRMZM2G169709	e2f10	E2F-DP-transcription factor 210	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"9,941,701"	"9,945,712"
GRMZM2G169820	arftf1	ARF-transcription factor 1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"190,580,078"	"190,595,543"
GRMZM2G169884	ca3p3	CCAAT-HAP3-transcription factor 33	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"154,457,527"	"154,458,030"
GRMZM2G169890	sod4	superoxide dismutase4	Classical Gene	Chr1	"60,147,420"	"60,151,012"
GRMZM2G169947	bhlh83	bHLH-transcription factor 83	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"29,652,992"	"29,653,739"
GRMZM2G169951	slac4	slow anion channel-associated4		Chr3	"2,154,002"	"2,156,459"
GRMZM2G169966	wrky57	WRKY-transcription factor 57	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"153,458,471"	"153,461,535"
GRMZM2G169973	ofp13	OVATE-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"2,145,565"	"2,147,044"
GRMZM2G169991	mybr30	MYB-related-transcription factor 30	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"32,103,896"	"32,105,382"
GRMZM2G170013	nyc1	non-yellow coloring1	"Chan et al., 2017"	Chr3	"2,138,069"	"2,142,526"
GRMZM2G170034	limtf9	LIM-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"188,946,269"	"188,947,853"
GRMZM2G170049	myb26	MYB-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"188,966,583"	"188,971,226"
GRMZM2G170079	bzip20	bZIP-transcription factor 20	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"173,480,420"	"173,483,149"
GRMZM2G170101	aprt1	adenine phosphoribosyltransferase1		Chr2	"31,501,795"	"31,510,516"
GRMZM2G170128	mate2	multidrug and toxic compound extrusion2	from B73_v2 alignment to sequence accession FJ873684	Chr5	"20,622,821"	"20,626,799"
GRMZM2G170137	mterf6	mTERF-domain protein6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"296,849,440"	"296,855,068"
GRMZM2G170148	mybr86	MYB-related-transcription factor 86	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"110,859,050"	"110,870,308"
GRMZM2G170161	bsdtf1	BSD-transcription factor 1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"226,346,872"	"226,351,462"
GRMZM2G170208	pht13	phosphate transporter protein13		Chr2	"99,805,638"	"99,807,544"
GRMZM2G170232	tcptf39	TCP-transcription factor 39	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"36,959,864"	"36,961,776"
GRMZM2G170322	mybr58	MYB-related-transcription factor 58	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"156,546,886"	"156,549,720"
GRMZM2G170326	mgt2	magnesium transporter2	"Li et al., 2016"	Chr6	"95,771,854"	"95,778,367"
GRMZM2G170412	atx5	arabidopsis trithorax homolog5	"Chen et al, 2017"	Chr8	"147,255,919"	"147,262,824"
GRMZM2G170457	ccr1	cytochrome c reductase1		Chr1	"290,295,024"	"290,298,191"
GRMZM2G170520	mmp33			Chr2	"19,983,243"	"19,984,636"
GRMZM2G170559	bhlh72	bHLH-transcription factor 72	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"155,134,147"	"155,137,380"
GRMZM2G170692	pal7	phenylalanine ammonia lyase7	"Rius et al., 2016"	Chr5	"186,845,785"	"186,848,361"
GRMZM2G170734	chph1	chlorophyllase1	"Owens et al., 2014"	Chr7	"62,149,059"	"62,150,389"
GRMZM2G170742	umc1349			Chr5	"166,617,090"	"166,617,964"
GRMZM2G170839	xyl1	xylanase1	Classical Gene	Chr1	"132,575,709"	"132,578,475"
GRMZM2G170842	invan3	invertase alkaline neutral3		Chr4	"114,717,582"	"114,722,711"
GRMZM2G170896	ppr103	pentatricopeptide repeat-containing protein103	"Hammani et al., 2016"	Chr2	"234,360,122"	"234,362,918"
GRMZM2G170927	vpp5	vacuolar-type H+-pyrophosphatase5	"Wang et al., 2016"	Chr9	"95,183,056"	"95,188,412"
GRMZM2G170958	hb73	Homeobox-transcription factor 73	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"70,352,497"	"70,354,031"
GRMZM2G171073	bnlg1953			Chr1	"23,562,530"	"23,566,071"
GRMZM2G171163	jmj2	JUMONJI-transcription factor 2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"172,386,710"	"172,389,864"
GRMZM2G171179	ereb160	AP2-EREBP-transcription factor 160	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"11,535,025"	"11,537,985"
GRMZM2G171279	kch5	potassium channel5	assigned by alignment of cDNA Y07632 gi 2104907 on RefGen_v2	Chr8	"146,628,450"	"146,633,412"
GRMZM2G171296	umc2249			Chr2	"44,262,352"	"44,262,845"
GRMZM2G171311	umc1963			Chr4	"27,785,181"	"27,787,300"
GRMZM2G171317	dmag1	DNA-3-methyladenine glycosylase1		Chr6	"96,096,133"	"96,100,449"
GRMZM2G171365	mads1	MADS1	Classical Gene	Chr9	"154,082,657"	"154,102,449"
GRMZM2G171370	bzip86	bZIP-transcription factor 86	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"161,590,575"	"161,596,682"
GRMZM2G171373	hex6	hexokinase6	"Zhou et al., 2014; Zhang et al., 2014"	Chr3	"201,861,549"	"201,871,591"
GRMZM2G171383	ans2	anthranilate synthase component II homolog2	from DV174707	Chr10	"123,312,541"	"123,317,141"
GRMZM2G171395	nactf86	NAC-transcription factor 86	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"23,290,000"	"23,294,805"
GRMZM2G171428	wrky61	WRKY-transcription factor 61	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"124,488,682"	"124,495,259"
GRMZM2G171444	rpl19	ribosomal protein L19		Chr5	"190,804,914"	"190,807,760"
GRMZM2G171464	bhlh131	bHLH-transcription factor 131	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"154,113,331"	"154,114,780"
GRMZM2G171468	glk8	G2-like-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"6,146,192"	"6,148,391"
GRMZM2G171559	umc1715		LOC100383109 GRMZM2G171559 LOC100276185 --	Chr1	"226,296,202"	"226,296,963"
GRMZM2G171569	ereb64	AP2-EREBP-transcription factor 64	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"21,160,811"	"21,162,260"
